image_name,grade
20170529120226041,2
20170328154905325,0
20170427182939527,0
20170417105013880,0
007-4228-200,2
20170415150529884,0
007-1239-000,0
20170207080745616,0
007-7219-400,4
20170430145548173,0
20170223142340246,0
20170424154139778,0
007-1060-000,0
20170426083835198,0
007-2481-100,1
20170424170818796,0
007-4105-200,2
007-8189-601,2
20170515164713160,2
20170204102928336,0
007-3597-200,2
20170324111244129,0
20170502095044024,2
20170429205205636,0
20170430193112535,0
20170420153059903,0
20170629112619572,2
20170214103709991,0
007-2989-100,2
007-1517-000,0
007-6317-400,2
007-3588-200,2
007-2871-100,0
20170428153946369,0
20170322172551935,0
007-1460-000,0
20170221155007652,0
20170405112539372,0
20170429095809095,0
20170422182757789,0
007-7247-400,4
20170221164710064,0
007-2803-100,2
20170427183729491,0
007-0800-000,0
007-3130-100,2
20170214214752721,0
007-1207-000,0
20170504152732434,2
007-5354-300,2
20170428092140678,0
20170223094729353,0
007-3188-100,2
20170120220537547,0
007-5684-300,3
20170430195914892,0
007-4504-200,2
20170204114217232,0
007-2662-100,2
007-3816-200,2
20170627105606385,2
007-4866-300,2
007-4857-300,2
007-2480-100,1
007-0482-000,0
007-3457-200,2
20170427111038586,0
20170425090234688,0
007-5971-300,2
007-5448-300,2
20170209134240203,0
007-4398-200,2
20170511165131868,2
007-0870-000,0
007-1822-100,1
007-3574-200,2
20170629213222637,2
007-8259-602,2
007-5414-300,3
20170616200138019,2
007-4539-200,2
20170324080918804,0
20170412162233043,0
007-6207-300,2
007-2087-100,1
007-4651-200,2
007-3383-200,2
20170222181029058,0
007-5567-300,2
20170429232041823,0
20170621143513349,2
20170427090010016,0
007-1798-100,2
007-6980-400,4
20170213165901333,0
20170328093140718,0
007-8689-605,4
007-5990-300,2
007-3657-200,2
007-7852-601,0
007-1206-000,0
20170203111252472,0
20170222181046885,0
20170430175816621,0
007-5159-300,2
007-7573-601,2
20170626180309266,2
20170414153840398,0
20170429200105002,0
007-1539-000,0
007-2737-100,2
007-6531-400,4
007-4797-300,2
20170430201716105,0
20170626180035700,2
007-7939-601,0
007-0936-000,0
007-5045-300,2
20170616084701902,2
20170629163541793,2
007-2425-100,2
007-3256-100,0
007-0966-000,0
007-5252-300,2
007-3375-200,2
007-0937-000,0
007-7501-601,0
20170412085130636,0
007-2668-100,2
20170429223845045,0
007-5445-300,2
007-4622-200,2
20170429202509086,0
007-5280-300,2
007-0826-000,0
007-5353-300,2
20170502092649506,2
20170407215113346,0
20170427190222259,0
007-1092-000,0
20170608220738626,2
20170428093034277,0
007-6480-400,4
20170331112121587,0
20170429201617730,0
20170419102337922,0
007-1441-000,0
007-0223-000,0
007-5461-300,2
007-1570-000,0
20170417153440644,0
20170427182331584,0
20170412101211088,0
20170331083849323,0
007-3306-200,2
007-4010-200,2
007-1504-000,0
007-5255-300,2
007-0813-000,0
007-3214-100,2
007-1848-100,0
20170426090503082,0
20170412093600138,0
007-5420-300,2
20170427183137938,0
007-1865-100,1
20170427162324166,0
007-0796-000,0
007-6569-400,4
007-1760-100,2
20170228225523381,0
20170224161618630,0
20170602091433895,0
20170424154246110,0
007-2540-100,1
20170614093151112,2
007-2525-100,2
007-4750-200,2
20170215093444076,0
20170226093758363,0
007-1476-000,2
007-3292-200,2
20170313172947430,0
20170429224622325,0
007-0595-000,0
007-5484-300,2
20170401095150739,0
20170406101229009,0
20170228225701913,0
20170224150453809,0
20170511082348807,2
20170429230105958,0
007-1572-000,0
007-6946-400,4
007-3482-200,2
007-0057-000,0
20170215094437640,0
007-2124-100,1
007-4223-200,3
007-2967-100,2
20170430175859077,0
007-0104-000,0
20170428100316842,0
20170301195924349,0
007-6977-400,4
20170224181242827,0
20170408233034773,0
007-2922-100,1
007-2283-100,1
007-0533-000,0
007-2945-100,1
20170428083319755,0
20170429211939728,0
007-0466-000,0
007-1785-100,1
007-3998-200,2
007-6872-400,4
007-1783-100,0
007-6370-400,4
20170520100604296,2
20170203163109824,0
20170517092841210,2
007-4475-200,2
20170411204231266,0
007-7561-601,4
20170209151045082,0
007-2852-100,1
007-1176-000,0
007-1515-000,0
20170518144431952,2
007-5038-300,2
007-1768-100,2
007-0545-000,0
007-4202-200,2
007-4783-200,2
007-1858-100,0
20170208101452677,0
007-7688-601,0
007-7260-400,4
20170429213636769,0
20170429203633599,0
007-4991-300,3
007-0847-000,0
20170222150128857,0
007-2682-100,1
007-6162-300,2
20170621084634804,2
007-7794-601,0
007-1604-000,0
007-3682-200,2
007-5981-300,2
20170408232105296,0
20170429224037690,0
007-1417-000,0
007-0265-000,0
20170214214827319,0
007-2627-100,2
20170223114348869,0
007-6825-400,4
007-8728-605,4
20170328085234524,0
007-2048-100,2
20170323172228668,0
20170429231129017,0
20170424165659138,0
007-0358-000,0
007-6535-400,4
007-6095-300,2
20170221161525729,0
20170408211825756,0
007-4693-200,2
007-1969-100,2
20170429225842980,0
007-5915-300,2
007-2054-100,2
20170323085712132,0
007-1193-000,0
20170519180821875,2
007-5631-300,2
007-4323-200,2
007-0763-000,0
20170226232202652,0
007-3335-200,2
007-0218-000,0
20170327112656972,0
20170407233041055,0
20170427185139601,0
007-2908-100,1
20170214145205746,0
20170329082548692,0
20170406084019942,0
20170330105403355,0
20170630113125663,2
007-7409-601,0
20170223145817474,0
007-3913-200,2
007-2981-100,1
20170213094416087,0
20170329162303823,0
20170329141353743,0
007-2409-100,1
20170427182953059,0
20170430180149866,0
20170408212826147,0
007-5042-300,2
20170621091420149,2
007-6561-400,4
007-6377-400,4
20170627081627610,2
007-6455-400,4
007-6318-400,4
20170524112245527,2
20170120223535385,0
20170427182915376,0
007-0627-000,0
007-0509-000,0
20170415095710294,0
20170407152218561,0
007-3843-200,2
007-6010-300,3
20170410135524275,0
007-1456-000,0
007-6057-300,2
20170406101726148,0
007-0375-000,0
007-1886-100,0
007-0971-000,0
007-6884-400,4
007-5362-300,2
20170411114352014,0
007-7060-400,4
007-1707-000,0
20170427082251845,0
20170408225147906,0
007-4962-300,2
20170429204329932,0
007-4154-200,3
007-6324-400,4
20170208103213625,0
007-6048-300,2
007-6778-400,4
20170228221648381,0
007-0456-000,0
20170626145830231,2
20170407235654486,0
007-1591-000,0
20170429223148908,0
007-2689-100,1
007-2772-100,1
007-3076-100,2
20170427182837052,0
20170426092143447,0
20170429220832094,0
007-1556-000,2
007-0470-000,0
007-6451-400,4
20170220133327199,0
20170428100838780,0
007-1666-000,0
20170411092321966,0
007-7871-601,0
20170414160456704,0
007-1155-000,0
20170122165402093,0
007-3897-200,3
007-7991-601,2
007-2718-100,2
007-2153-100,0
007-0793-000,0
007-5496-300,2
007-3350-200,2
007-2191-100,0
20170323092852818,0
007-2208-100,1
20170221161840282,0
007-2659-100,2
007-6693-400,4
007-0929-000,0
007-5429-300,2
20170521095717085,2
007-4449-200,2
007-6905-400,4
007-3777-200,3
007-6238-300,2
20170208145455389,0
007-2133-100,2
007-7121-400,4
20170429203416134,0
20170401092743757,0
007-3106-100,2
007-6091-300,2
007-6182-300,2
007-1740-000,0
007-2783-100,2
20170418085138697,0
007-1764-100,2
007-1852-100,1
007-0592-000,0
007-2890-100,1
20170426090644946,0
007-0967-000,0
20170409204407123,0
007-0642-000,0
20170317221207111,0
007-2933-100,2
007-7218-400,4
007-7047-400,4
20170323114953915,0
007-0083-000,0
007-3737-200,2
007-0460-000,0
20170424093430988,0
20170601163945952,2
20170210121850656,0
20170414155329773,0
20170430193718351,0
007-1679-000,0
20170223103956335,0
007-5334-300,3
20170428165555604,0
007-4520-200,2
007-0637-000,0
007-1697-000,0
20170418093447163,0
20170331162653412,0
007-2059-100,0
20170120222412717,0
20170122170934210,0
007-0701-000,0
20170427191654988,0
007-4983-300,2
007-1394-000,0
007-6335-400,4
007-2690-100,2
007-3403-200,2
007-6408-400,4
20170521011801513,0
007-2490-100,2
20170417140954732,0
007-4287-200,2
007-3245-100,1
007-1590-000,0
20170324080423631,0
007-6243-300,2
007-1819-100,2
20170508093934243,2
20170427203912457,0
20170626161030908,2
20170419085622010,0
007-1866-100,0
007-2635-100,2
007-1069-000,0
007-1036-000,0
20170614092235283,2
007-1929-100,1
007-6804-400,4
20170326092747892,0
20170406101226861,0
20170429220511223,0
007-1883-100,2
20170120222419866,0
20170213143235311,0
007-0854-000,0
007-3118-100,0
007-6320-400,4
007-0087-000,0
20170609154552424,1
007-6554-400,4
007-0262-000,0
20170427191812028,0
20170629083334527,2
007-4565-200,2
007-6862-400,4
007-3565-200,2
20170418092249373,0
007-6903-400,4
007-3798-200,2
20170429212853903,0
007-3513-200,2
007-5201-300,2
20170324092425163,0
007-1443-000,0
007-6164-300,3
20170502112049025,2
007-1887-100,2
007-1216-000,0
20170228225413523,0
20170401171723974,0
007-3795-200,2
007-5707-300,2
20170427085831881,0
007-5479-300,2
20170225103023068,0
007-3184-100,1
007-1019-000,0
007-6643-400,4
20170429203152555,0
007-2932-100,2
007-2531-100,2
20170414081200273,0
20170430200752110,0
007-4280-200,2
007-2102-100,1
20170427181556231,0
007-5073-300,2
20170429202215846,0
007-5478-300,2
20170512114321485,2
20170411141028467,0
20170512231011621,2
20170427183925336,0
007-1483-000,0
20170418093623976,0
20170120223806266,0
007-0490-000,0
007-4696-200,2
007-5473-300,2
20170429210329254,0
007-0787-000,0
007-2571-100,2
20170326093340254,0
20170427192155266,0
007-4443-200,2
20170620003041751,2
20170406100610672,0
20170220091737255,0
20170603193634107,2
007-4388-200,2
20170223101333153,0
007-5286-300,2
007-6572-400,4
007-3636-200,2
007-3827-200,2
20170627091345662,2
20170324104428221,0
007-1378-000,0
20170407232503900,0
007-7102-400,4
007-5118-300,2
007-1628-000,0
007-5815-300,2
20170424093103597,0
20170429230824879,0
007-6448-400,4
20170428104528004,0
007-0829-000,0
20170211150927263,0
007-6031-300,2
007-5860-300,2
007-4466-200,2
007-4521-200,2
007-5307-300,3
20170226084422957,0
007-6780-400,4
20170430175729981,0
007-7133-400,4
007-6412-400,4
007-3132-100,1
007-3114-100,0
20170413083558002,0
20170428083804807,0
20170223171448943,0
007-6319-400,2
20170411095647973,0
007-3230-100,2
007-2692-100,1
20170411141555881,0
20170226225606060,0
20170327134206136,0
007-6018-300,2
20170216154926247,0
007-5306-300,2
20170224215420169,0
20170630083302555,2
007-3878-200,2
20170324144203455,0
007-5323-300,2
20170221104549767,0
007-6104-300,2
007-0795-000,0
20170224105604117,0
007-6497-400,4
20170413152155981,0
007-6354-400,4
20170407092851317,0
007-1882-100,2
007-2802-100,1
007-1062-000,0
20170406082748246,0
20170625205520357,2
007-1119-000,0
007-1341-000,0
007-2674-100,1
007-0844-000,0
20170429221335754,0
20170429204221442,0
20170323162415135,0
20170614092425898,2
20170120104119457,0
007-5703-300,3
20170417140743569,0
007-6679-400,4
007-0309-000,0
20170327140718220,0
007-3032-100,0
007-0458-000,0
007-2344-100,2
20170324085929970,0
20170611090415806,2
007-5912-300,2
20170227083936461,0
20170406082540787,0
007-5078-300,2
20170511205005408,2
007-1579-000,0
007-2562-100,2
007-1513-000,0
007-4147-200,2
20170426090330146,0
007-4506-200,2
007-3522-200,2
007-6434-400,4
20170215091730330,0
20170228223720726,0
007-5865-300,3
007-0767-000,0
007-2600-100,1
20170627192028701,2
007-1980-100,1
20170223153134954,0
007-3097-100,2
20170430200717384,0
20170613091004709,2
007-5498-300,2
007-3918-200,2
20170413094422086,0
007-1376-000,0
007-5294-300,2
007-3340-200,2
007-6582-400,4
20170430180010932,0
20170222152922467,0
007-2959-100,0
007-6852-400,4
007-5460-300,2
007-2675-100,2
007-0190-000,0
007-4100-200,2
007-0008-000,0
007-7498-601,2
007-7250-400,4
007-4285-200,2
007-4691-200,2
007-5709-300,2
007-6752-400,4
20170203145751000,0
20170427185015702,0
20170120215745444,0
20170429223751001,0
007-6476-400,4
20170213091841576,0
007-5312-300,2
007-1316-000,0
20170410142337498,0
007-2523-100,1
20170227235503263,0
007-4348-200,2
007-6757-400,4
007-0343-000,0
20170227231625537,0
20170526214931052,2
007-3237-100,1
007-3623-200,2
007-3441-200,2
20170508224540384,2
20170323093821503,0
007-2850-100,0
20170429204325698,0
20170531140926195,2
007-6094-300,3
007-0762-000,0
20170427085722849,0
007-1070-000,0
20170214093024019,0
007-6843-400,4
007-2927-100,2
20170414104052790,0
007-7145-400,4
20170329095340255,0
20170607104407295,2
20170427181227245,0
20170427190956018,0
007-1097-000,0
20170418105415065,0
007-3355-200,2
20170618220954015,2
20170427191518339,0
20170527081710847,2
20170429200930619,0
007-5800-300,2
007-4484-200,2
20170429200432424,0
007-0072-000,0
20170429203414999,0
20170330120141655,0
007-4316-200,2
007-6468-400,4
007-0283-000,0
20170405085630269,0
20170429201403506,0
007-1285-000,0
20170429210714738,0
007-3960-200,2
007-0425-000,0
007-5678-300,3
007-6801-400,4
007-5329-300,2
007-0765-000,0
007-3035-100,2
007-3638-200,2
007-4397-200,2
007-2578-100,1
007-3234-100,2
007-6146-300,2
007-5974-300,2
20170608194027881,2
20170221105601026,0
007-1227-000,0
20170429193605264,0
20170223151908132,0
20170213091846608,0
20170429203921289,0
007-2030-100,2
007-5365-300,2
007-6059-300,2
20170324101034222,0
20170608112856878,2
20170329080832977,0
007-6610-400,4
007-1974-100,1
007-6750-400,4
007-0312-000,0
20170430202041924,0
20170401091745945,0
007-3020-100,0
007-2621-100,1
007-1340-000,0
20170406195731399,0
20170214213145253,0
007-4273-200,2
007-0664-000,1
007-1997-100,1
007-5408-300,2
007-6272-300,2
20170430193255619,0
007-2583-100,0
007-6931-400,4
20170408213539886,0
007-1063-000,0
20170221102353332,0
007-0284-000,0
20170206181347418,0
007-5602-300,3
007-2603-100,2
007-4427-200,2
007-0950-000,0
20170429223234676,0
20170424162030749,0
20170430192532548,0
007-4524-200,2
007-0858-000,0
20170419160343303,0
20170221164707308,0
20170621193546988,2
007-4830-300,2
20170518144607066,2
20170427181543507,0
20170324082848774,0
20170429202414995,0
20170331142753334,0
20170615110631899,2
007-2314-100,2
20170411085021368,0
20161114145629356,0
20170511145007873,2
007-2913-100,0
20170221111137237,0
20170208144726672,0
20170418084108714,0
20170323130340134,0
20170221145201333,0
20170221080059896,0
20170429205336309,0
007-6001-300,2
20170619110259422,2
007-3054-100,2
007-0898-000,0
007-5114-300,2
20170417100914763,0
20170120104303200,0
20170326104627144,0
007-6033-300,2
007-5284-300,2
20170208175451610,0
007-3929-200,2
20170324094019439,0
007-3567-200,3
20170608194510438,2
20170221162451869,0
007-4420-200,2
20170528180525740,2
007-4192-200,2
20170613085627431,2
007-3684-200,2
20170206085240206,0
20170120215156264,0
20170323083610280,0
007-2445-100,1
20170427204639291,0
20170430193849906,0
20170410151420397,0
007-0219-000,0
007-1168-000,0
007-6065-300,2
007-6240-300,2
20170217091113294,0
20170428110413053,0
007-4116-200,2
007-2769-100,1
20170429210353879,0
20170614152351572,2
007-1537-000,0
20170424161654569,0
007-1702-000,0
007-0671-000,0
007-6687-400,4
20170401092850059,0
20170404144939467,0
007-2413-100,1
007-7594-601,2
007-4436-200,2
20170429200507142,0
20170429214546145,0
007-3090-100,1
007-0955-000,0
007-0054-000,0
007-0069-000,0
20170429223916653,0
20170221085350842,0
007-7743-601,2
007-3165-100,2
20170429204446471,0
007-6626-400,4
20170427185312456,0
007-2637-100,1
20170217095932475,0
20170429203914469,0
007-1025-000,0
20170525194632164,2
20170330075043628,0
20170428111949659,0
007-3142-100,2
20170612094201671,2
007-0867-000,0
20170324083513388,0
20170630161316044,2
007-0379-000,0
007-4386-200,2
20170427111038648,0
20170209163147270,0
007-2198-100,0
007-3701-200,2
20170329075721626,0
007-3949-200,2
007-6470-400,4
007-5938-300,2
20170207102901751,0
20170429212322109,0
20170220095322315,0
007-5958-300,2
007-7258-400,4
20170331092136468,0
007-1349-000,0
007-3691-200,2
007-0801-000,0
007-2961-100,1
007-2464-100,2
20170613114347795,2
007-1273-000,1
007-8317-602,0
20170221162224426,0
20170327105802214,0
20170427184416216,0
20170620191353945,2
007-5591-300,2
20170330085539114,0
007-5826-300,2
20170226225951734,0
007-5494-300,2
007-1918-100,1
007-2892-100,1
007-0706-000,2
007-0748-000,0
007-6878-400,4
007-3512-200,2
20170424155738931,0
007-2362-100,1
007-2378-100,1
007-3443-200,2
20170427180847120,0
20170406100429534,0
007-7527-601,2
20170418115334983,0
007-6817-400,4
007-3488-200,4
007-4734-200,2
007-3240-100,1
20170324094649192,0
007-0513-000,0
007-3316-200,2
20170429204318891,0
007-5278-300,2
007-4345-200,2
007-3362-200,2
20170425091742877,0
20170326093743368,0
20170430191337526,0
007-6658-400,4
20170430195829731,0
007-0557-000,0
20170429212306680,0
20170413081319152,0
007-1498-000,0
007-5517-300,2
007-6080-300,2
20170227160938274,0
007-1212-000,0
20170612000344635,2
20170227230601700,0
20170502000228274,2
007-2498-100,1
007-2550-100,1
007-7213-400,4
20170511224846523,2
007-6910-400,4
007-2463-100,2
007-8321-602,2
007-5228-300,2
20170609190028430,2
007-1448-000,0
007-2123-100,2
007-0737-000,0
20170517171348722,2
007-2442-100,1
007-4960-300,2
007-4217-200,2
20170616090014998,2
007-5541-300,2
007-5570-300,3
20170427100254237,0
20170430203932432,0
007-0296-000,0
20170329082807396,0
007-6660-400,4
007-7500-601,2
20170427185706409,0
20170221141931314,0
20170422195603994,0
007-4070-200,2
007-0720-000,0
20170503161702100,2
007-0647-000,0
20170407222112733,0
007-1542-000,0
20170301142643263,0
007-6486-400,4
007-5908-300,2
007-4322-200,2
20170429204454340,0
20170408212945542,0
007-3195-100,2
20170518142454730,2
20170324091045547,0
20170410093004711,0
20170627160207126,2
20170419183802467,0
20170430193710265,0
007-4494-200,2
007-5503-300,2
20170330153519213,0
007-4547-200,2
20170429215216183,0
007-8015-601,0
007-5755-300,2
007-6459-400,4
007-7117-400,4
007-6517-400,4
007-1851-100,2
007-5394-300,2
007-4122-200,2
20170219165829586,0
20170430205404105,0
20170428111044268,0
20170224143729453,0
007-5843-300,2
20170401171316028,0
007-1931-100,2
20170426173811370,0
007-6556-400,3
007-5791-300,2
20170524104642726,2
007-0234-000,0
007-5199-300,2
007-7629-601,0
007-5318-300,2
007-4354-200,2
007-0348-000,0
007-0889-000,0
20170408232528524,0
20170523165729685,2
007-0885-000,0
007-2878-100,1
007-2568-100,1
007-4561-200,2
007-6002-300,3
20170421101203241,0
007-3103-100,1
007-6052-300,2
20170427211147039,0
007-1525-000,0
007-4607-200,2
20170429214731181,0
007-4999-300,2
20170602093104027,2
007-5535-300,2
007-5238-300,2
20170414165313970,0
007-5667-300,2
20170427085924556,0
007-5824-300,2
007-4103-200,2
20170609180538403,2
007-1495-000,0
20170605163124228,2
20170407210511730,0
20170429211011053,0
007-4579-200,2
007-3299-200,2
20170221181102813,0
20170609154826618,2
20170608154212145,2
007-6603-400,4
20170429204540104,0
20170609091741078,2
20170214213332016,0
007-0831-000,0
20170324084840579,0
20170323090415735,0
20170425160836578,0
007-5525-300,3
20170414145526529,0
007-0459-000,0
007-0270-000,0
20170428150003668,0
20170608214612392,2
007-2590-100,2
20170328145935050,0
007-5549-300,2
007-5553-300,2
20170323140215836,0
007-0604-000,0
20170327111244402,0
007-3868-200,2
20170511170800183,1
007-3901-200,2
007-3404-200,2
007-2305-100,1
20170222151853159,0
007-1600-000,0
20170424154840851,0
007-4288-200,2
007-1972-100,1
007-5142-300,2
007-4611-200,2
20170502160732595,2
20170207080951185,0
20170601100335324,3
20170120154237310,0
20170327085656497,0
20170425160443878,0
20170419080253947,0
007-4675-200,2
20170206083214033,0
007-0758-000,0
007-4508-200,2
007-6479-400,4
20170505163758832,2
007-6690-400,4
20170429202038141,0
007-3968-200,2
20170228170413373,0
007-0417-000,0
20170429221136981,0
007-6072-300,2
007-5936-300,2
20170417155511409,0
007-2005-100,1
007-4442-200,2
20170427190859280,0
007-1889-100,2
20170429203138411,0
20170429204919586,0
20170407222635595,0
007-5844-300,2
007-1302-000,0
20170222152656977,0
007-2641-100,2
007-6499-400,4
20170511151338540,2
007-0305-000,0
20170408224204870,0
007-3804-200,2
007-4849-300,2
007-0213-000,0
20170427192237661,0
20170330095927587,0
007-1543-000,0
007-1826-100,2
20170223171923045,0
007-3550-200,2
007-2729-100,0
007-2647-100,1
20170608195253535,2
007-2804-100,2
20170418083235730,0
20170427215116621,0
007-6747-400,4
20170327111704847,0
20170329082424201,0
007-0474-000,0
007-3278-100,1
20170120142710322,0
007-0342-000,0
007-2078-100,2
20170206085235291,0
007-2952-100,2
007-7029-400,4
007-2302-100,1
20170427184848632,0
007-2110-100,1
007-3526-200,2
20170614143123716,2
007-2141-100,0
007-4409-200,2
007-3640-200,2
007-1013-000,0
20170621084037980,2
007-5217-300,2
007-1360-000,0
007-6695-400,4
007-5695-300,3
20170331112229792,0
007-5221-300,2
007-2503-100,1
20170221150754290,0
20170223171327021,0
007-4812-300,2
007-5919-300,2
007-3066-100,2
20170217105824807,0
20170518153036606,2
20170429214919301,0
007-2134-100,1
007-4381-200,3
007-0227-000,0
007-2596-100,1
20170429205402333,0
007-2974-100,2
007-5210-300,2
007-3332-200,2
007-2680-100,2
20170429211034855,0
20170213154950093,0
007-6009-300,2
20170225202833683,0
007-4290-200,3
007-6351-400,4
007-5699-300,2
007-1580-000,0
007-0382-000,0
007-1704-000,0
20170605093750075,2
007-0626-000,0
20170429205020436,0
20170429220817171,0
007-3266-100,2
20170409211422237,0
20170414094443265,0
007-2805-100,1
20170428084223549,0
007-5108-300,2
007-2057-100,2
20170427220809937,0
007-6830-400,4
20170418085728824,0
20170429214426841,0
20170407222835843,0
007-3023-100,1
007-6054-300,2
20170419101727293,0
007-2545-100,2
007-2489-100,1
007-4095-200,2
007-6698-400,4
20170429204130322,0
20170427212136322,0
20170619165220840,3
20170413134221729,0
007-4752-200,3
20170326100016067,0
007-6887-400,4
007-4023-200,2
007-1308-000,0
20170429221437363,0
20170430195742603,0
007-6950-400,4
20170628193929301,2
007-1531-000,0
007-5222-300,2
007-3786-200,2
20170208145310499,0
20170228230355356,0
20170430200924139,0
20170426091840642,0
20170406115000382,0
20170417152005279,0
007-4058-200,2
20170524161859109,2
20170429204325334,0
007-1939-100,1
20170414124909791,0
007-7887-601,2
007-5774-300,2
007-4946-300,2
20170418093854327,0
007-3008-100,1
20170525194410592,2
007-4044-200,2
007-0163-000,0
007-4110-200,2
20170521093200024,2
007-6602-400,4
007-2598-100,2
007-0892-000,0
20170401095345103,0
007-6737-400,4
007-0852-000,0
007-0625-000,0
007-6108-300,2
007-4239-200,2
007-1732-000,0
007-5310-300,2
007-0196-000,0
20170120141653805,0
20170112164139239,0
20170617210958623,2
20170415091834472,0
007-6405-400,4
007-6383-400,4
20170410095639511,0
007-4563-200,3
20170224142859643,0
20170327160904680,0
007-5610-300,2
007-4140-200,2
007-1078-000,0
20170427095046001,0
20170427184617699,0
007-5527-300,3
007-5645-300,2
007-6507-400,4
007-2484-100,2
007-5627-300,2
007-6279-300,2
007-7734-601,0
007-0968-000,0
007-3648-200,2
20170224110405729,0
007-1701-000,0
20170410144117670,0
007-1757-100,1
20170429204350949,0
007-4973-300,2
007-2222-100,2
20170518104749319,2
20170221143913822,0
007-3424-200,2
20170427181546260,0
007-7638-601,0
007-7868-601,0
007-4488-200,2
20170406101629941,0
20170522144205431,3
20170614092603290,2
20170418195909380,0
007-0659-000,0
20170411104853158,0
20170214163634982,0
007-5121-300,2
007-6122-300,2
20170407111820218,0
20170204133641758,0
007-3971-200,2
20170426133913159,0
007-4413-200,2
007-7056-400,4
20170609100254948,2
20170130102411299,0
20170627090102970,2
20170606095011086,2
007-3855-200,2
007-6704-400,4
007-4761-200,2
007-3309-200,2
007-5587-300,2
20170429230608129,0
20170330140118618,0
20170429203321665,0
20170516171812075,2
20170407111631420,0
20170430193736644,0
007-4232-200,2
007-4936-300,2
20170208082709520,0
007-1245-000,0
007-5827-300,2
20170601160747495,3
20170502091525413,2
20170515172948707,2
20170429203052748,0
007-0875-000,0
007-5562-300,2
20170429213426833,0
007-5074-300,2
007-3069-100,1
007-5144-300,2
20170408221658921,0
007-2417-100,1
007-7045-400,4
007-1489-000,0
007-5453-300,2
20170429094922803,0
20170611110836296,2
007-3107-100,0
007-1080-000,0
20170609170844868,2
007-5633-300,2
007-4977-300,2
20170429231417443,0
20170429214436637,0
007-3702-200,2
007-0546-000,0
007-4918-300,2
007-1995-100,0
007-3761-200,2
007-5106-300,2
007-3828-200,2
007-3824-200,2
20170328110649522,0
007-5644-300,2
20170611090108481,2
007-5501-300,2
007-6708-400,4
007-3031-100,2
20170429212120568,0
007-6133-300,2
007-3822-200,2
007-0654-000,0
007-4603-200,2
20170413170304399,0
007-0052-000,0
007-5579-300,2
007-1050-000,0
20170429203913742,0
20170329093012953,0
20170328091106960,0
20170511160523116,2
007-0333-000,0
007-2014-100,0
20170419095202863,0
007-5934-300,2
007-4905-300,2
20170605093750559,2
20170408220201964,0
007-0600-000,0
007-3877-200,2
20170430144951621,0
20170511141336893,2
20170517104347160,2
007-6297-400,4
007-1894-100,1
007-5961-300,2
007-3844-200,2
20170330152413194,0
007-4580-200,2
20170620193521303,2
007-4768-200,2
007-3985-200,2
007-3000-100,2
20170326091619636,0
007-1496-000,0
007-7208-400,4
007-4171-200,2
007-2663-100,2
007-0926-000,0
007-0085-000,0
007-2899-100,2
20170406084240827,0
20170427083332299,0
007-5129-300,2
007-3956-200,2
007-6795-400,4
007-3198-100,2
007-0437-000,0
20170323114856047,0
007-1303-000,0
20170408232616805,0
007-3858-200,2
20170124094352032,0
20170430193938725,0
007-6508-400,4
20170418101108314,0
20170223151907677,0
007-5355-300,2
20170227233017274,0
20170429211025317,0
20170430192746528,0
007-6853-400,4
007-3948-200,2
007-4181-200,2
007-0344-000,0
007-1318-000,0
007-3534-200,2
007-5358-300,2
007-8538-604,0
007-5701-300,2
007-7058-400,4
007-0084-000,0
007-1389-000,0
20170429221856724,0
007-4492-200,2
007-7216-400,4
20170214215704381,0
007-4495-200,2
007-4189-200,2
20170330080415884,0
20170224214241885,0
007-1306-000,0
007-3833-200,2
20170429222330975,0
20170429224801527,0
007-5492-300,2
20170217170607887,0
20170120222323750,0
20170117101121367,0
007-5105-300,2
007-0331-000,0
007-1779-100,1
007-6378-400,4
20170226093639051,0
20170221163719951,0
007-3974-200,2
20170605093311807,2
20170622080837404,2
007-3848-200,2
007-3706-200,2
20170524084048326,2
007-3920-200,2
20170429202830686,0
007-4251-200,2
20170224161522681,0
20170331083850808,0
007-6892-400,4
007-6154-300,2
20170210122254265,0
007-4789-300,2
007-5811-300,2
007-7156-400,4
007-0266-000,0
007-1989-100,2
20170309170855442,0
007-4056-200,2
007-1928-100,2
20170215171837145,0
007-6886-400,4
20170429224804529,0
007-0677-000,2
007-4150-200,2
007-7235-400,4
20170327140647856,0
007-1922-100,2
20170226093026001,0
007-2814-100,1
20170429221605827,0
007-4967-300,2
20170427185752535,0
007-0126-000,0
007-7189-400,4
007-7846-601,0
20170510152714920,2
20170407092845768,0
20170418084110118,0
20170328081827114,0
007-4982-300,2
007-4014-200,2
20170413095233566,0
20170427091208324,0
007-5799-300,2
20170413170211134,0
20170327094656820,0
007-6645-400,4
007-2432-100,1
007-5577-300,2
007-6784-400,4
007-0434-000,0
20170407215252293,0
20170429201715366,0
007-1418-000,0
20170429215416790,0
007-0088-000,0
20170427091903552,0
007-5340-300,2
007-1546-000,0
007-1508-000,0
007-1274-000,0
007-1032-000,0
007-0905-000,0
20170223114249989,0
20170327111056792,0
20170224104635011,0
20170406165104839,0
20170410143917185,0
20170214165745086,0
20170225202139479,0
007-3922-200,2
007-0985-000,0
20170417155706940,0
007-7163-400,4
20170210094615901,0
007-4467-200,2
20170417110130403,0
20170429224003353,0
20170331082621105,0
20170427190903185,0
